MPC,MPC SIZE,"Net Amount no VAT (Ret, 445)","Qty sold (Ret, 445)",On hand Qty,In transit Qty,445 Year,445 Month,445 Week,Date YYYYMMDD,Transaction ID,Min Sale Date (Ret),Country,Store,Gender (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Group,Style (code),Fabric (code),Color (code),Color,Fabric,Theme (code),Current Sale Season (code),Size (code),MFO/EOS,MD DATE,CURRENT MD STATUS,MD %,SEASON DROP
10185361A020871B00V,10185361A020871B00V@400,385,1,2,0,FY2026,06,22,20250827,17671633,8/27/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1018536,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,400,MFO,,FP,,ACT SS25 GAZE
10118511A140491B000,10118511A140491B000@S,245,1,,0,FY2026,06,22,20250827,17671633,8/27/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,1A14049,1B000,Black,PIQUET FABRIC + VERSACE EMBROIDERY,MFO,2024PE,S,MFO,20250926,MD,20%,SS24 MFO Main Drop 2
10118511A140491B000,10118511A140491B000@XL,245,1,,0,FY2026,06,22,20250827,17671633,8/27/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,1A14049,1B000,Black,PIQUET FABRIC + VERSACE EMBROIDERY,MFO,2024PE,XL,MFO,20250926,MD,20%,SS24 MFO Main Drop 2
10215751A159532B130,10215751A159532B130@435,455,1,1,0,FY2026,06,22,20250827,17671633,8/27/2025,USA,OUTLET LA Cabazon,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,CHAIN REACTION,1021575,1A15953,2B130,Black+Gold,SUEDE+BAROQUE PRINT FABRIC,MFO,2025PE,435,MFO,,FP,,FW24 MFO Main Drop 0
10147481A081761B00V,10147481A081761B00V@370,315,1,,0,FY2026,06,22,20250827,17671635,8/27/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2024PE,370,MFO,,FP,,SS24 MFO Main Drop 1
10123691A021501B00V,10123691A021501B00V@095,-262.5,-1,,0,FY2026,06,22,20250827,17671694,8/27/2025,USA,OUTLET Miami Sawgrass,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1012369,1A02150,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,095,MFO,,FP,,ACT SS25 GAZE
10123691A021501B00V,10123691A021501B00V@100,262.5,1,2,0,FY2026,06,22,20250827,17671694,8/27/2025,USA,OUTLET Miami Sawgrass,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1012369,1A02150,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,100,MFO,,FP,,ACT SS25 GAZE
10192301A114841V57P,10192301A114841V57P@405,183.75,1,,0,FY2026,06,22,20250827,17671696,8/27/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,PIN POINT,1019230,1A11484,1V57P,Dv Blue-Palladium,LAMB LEATHER,MFO,2024PE,405,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
10215751A159532B130,10215751A159532B130@445,650,1,,0,FY2026,06,22,20250827,17671697,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,CHAIN REACTION,1021575,1A15953,2B130,Black+Gold,SUEDE+BAROQUE PRINT FABRIC,MFO,2025PE,445,MFO,,FP,,FW24 MFO Main Drop 0
10192531A075241PO20,10192531A075241PO20@48,110.6,1,,0,FY2026,06,22,20250827,17671724,8/27/2025,USA,OUTLET North Georgia Premium,F,RTW,Ready to Wear,JERSEY,SWEATPANTS,Versace Apparel,-missing description-,1019253,1A07524,1PO20,Flamingo,JACQUARD TOWEL STITCH FABRIC WITH EMBOSSED VERSACE,MFO,2024PE,48,MFO,20250926,MD,70%,SS24 MFO Flash Drop 3
10133531A093212VE9V,10133531A093212VE9V@UNICA,536.55,1,,0,FY2026,06,22,20250827,17671725,8/27/2025,USA,OUTLET North Georgia Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A09321,2VE9V,Baby Blue+Gentian Blue-Versace Gold,FABRIC JACQUARD+CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
1014245DVIT2T1GF1V,1014245DVIT2T1GF1V@UNICA,249.9,1,,0,FY2026,06,22,20250827,17671725,8/27/2025,USA,OUTLET North Georgia Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1014245,DVIT2T,1GF1V,Acid Lime - Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10113371A096782W310,10113371A096782W310@5A,122.5,1,,0,FY2026,06,22,20250827,17671725,8/27/2025,USA,OUTLET North Georgia Premium,F,RTW,Ready to Wear,DRESS,DRESS,Versace Young,-missing description-,1011337,1A09678,2W310,White+Pink,STRETCH JERSEY + BAROCCO KIDS POP. + STRASS LOGO,*,2024AI,5A,EOS,20250827,MD,40%,#N/A
10000521A097102W310,10000521A097102W310@14A,95.55,1,,0,FY2026,06,22,20250827,17671725,8/27/2025,USA,OUTLET North Georgia Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Young,-missing description-,1000052,1A09710,2W310,White+Pink,JERSEY + STRASS MEDUSA,*,2024AI,14A,EOS,20250814,MD,30%,FW24 EOS KIDS - MAY 25
10002401A084355P950,10002401A084355P950@14A,134.75,1,,0,FY2026,06,22,20250827,17671725,8/27/2025,USA,OUTLET North Georgia Premium,F,RTW,Ready to Wear,SKIRT,SKIRT,Versace Young,-missing description-,1000240,1A08435,5P950,Pale Pink,BAROCCO KIDS TWILL POLY,*,2024AI,14A,EOS,20250814,MD,30%,FW24 EOS KIDS - MAY 25
10147361A086611B00V,10147361A086611B00V@380,402.5,1,1,0,FY2026,06,22,20250827,17671725,8/27/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,LOAFERS,Versace Accessories,ICON,1014736,1A08661,1B00V,Black-Versace Gold,CALF LEATHER+METAL HW,MFO,2024PE,380,MFO,,FP,,Prev Gaze (SS24 or older)
10123691A021501NB2V,10123691A021501NB2V@100,122.5,1,,0,FY2026,06,22,20250827,17671726,8/27/2025,USA,OUTLET Miami Sawgrass,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1012369,1A02150,1NB2V,Dark Brown-Versace Gold,CALF LEATHER,MFO,2024PE,100,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10115181A070791D100,10115181A070791D100@36,717.5,1,,0,FY2026,06,22,20250827,17671727,8/27/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,DENIM/JEANS,JACKET,Versace Apparel,-missing description-,1011518,1A07079,1D100,Dark Blue,STONE WASH DENIM FABRIC WITH SPECIAL COMPUND,*,2025PE,36,EOS,,FP,,FW24 EOS - Aug 25 Drop
R720008R050MLSRNUL,R720008R050MLSRNUL@TU,94,1,12,0,FY2026,06,22,20250827,17671732,8/27/2025,USA,OUTLET NY Woodbury,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R720008,R050MLS,RNUL,NUL,50 ML SPRAY,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
10192271A020871KB7V,10192271A020871KB7V@390,393.59,1,1,0,FY2026,06,22,20250827,17671734,8/27/2025,Canada,OUTLET Halton Hills,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1019227,1A02087,1KB7V,Summer Nude - Versace Gold,CALF LEATHER,MFO,2024AI,390,MFO,,FP,,FW24 MFO Main Drop 1
10028841A021872K97V,10028841A021872K97V@UNICA,218.75,1,,0,FY2026,06,22,20250827,17671735,8/27/2025,USA,OUTLET Camarillo Premium,M,BAGS,Accessories,BAGS,BELT BAG,Versace Accessories,ICON,1002884,1A02187,2K97V,Taupe+Black-Versace Gold,GRAINY CALF,MFO,2024PE,UNICA,MFO,20250814,MD,50%,#N/A
O2207QO1002538ONUL,O2207QO1002538ONUL@TU,174.3,1,3,0,FY2026,06,22,20250827,17671735,8/27/2025,USA,OUTLET Camarillo Premium,X,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O2207Q,O1002538,ONUL,NUL,GOLD,*,*,TU,EOS,20250814,MD,30%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
1013350DVIT2T1P86V,1013350DVIT2T1P86V@UNICA,306.25,1,,0,FY2026,06,22,20250827,17671736,8/27/2025,USA,OUTLET North Georgia Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1013350,DVIT2T,1P86V,Fuxia-Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10142781A040931KB7V,10142781A040931KB7V@UNICA,717.5,1,1,0,FY2026,06,22,20250827,17671738,8/27/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,VIRTUS,1014278,1A04093,1KB7V,Summer Nude - Versace Gold,GRAINY CALF,MFO,2024PE,UNICA,MFO,,FP,,SS24 MFO Main Drop 2
10059601A140002BU3V,10059601A140002BU3V@UNICA,822.5,1,,2,FY2026,06,22,20250827,17671739,8/27/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,TOP HANDLE,Versace Accessories,VIRTUS,1005960,1A14000,2BU3V,Black+Rock-Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10208011A014885P21V,10208011A014885P21V@UNICA,257.25,1,,0,FY2026,06,22,20250827,17671740,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA GRECA SIGNATURE,1020801,1A01488,5P21V,Candy+Black-Versace Gold,COATED CANVAS MONOGRAM+CALF,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10115641A123132BQ9V,10115641A123132BQ9V@UNICA,820.75,1,3,0,FY2026,06,22,20250827,17671740,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,ATHENA,1011564,1A12313,2BQ9V,Black+Silver-Versace Gold,LUREX EMBROIDERY JACQUARD  BAROCCO+CALF LEATHER,*,2024AI,UNICA,EOS,20250827,MD,30%,FW24 EOS - July 25 Drop
10143161A154236E960,10143161A154236E960@390,207.9,1,,0,FY2026,06,22,20250827,17671740,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1014316,1A15423,6E960,Zinco+Sunset Yellow+Candy+Black,SUEDE+LEATHER+THE GREEK MONOGRAM PRINT FABRIC,MFO,2024PE,390,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10119421A086831B000,10119421A086831B000@385,269.5,1,,0,FY2026,06,22,20250827,17671740,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW RUNNER,1011942,1A08683,1B000,Black,FABRIC+CALF LEATHER+CALF LEATHER+FABRIC,MFO,2024PE,385,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10119421A140666UC80,10119421A140666UC80@430,269.5,1,,1,FY2026,06,22,20250827,17671740,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,RUNNER,1011942,1A14066,6UC80,Blue Night+Charcoal Melange+Silver,FABRIC+CALF LEATHER+SUEDE,MFO,2024PE,430,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10102591A120362W020,10102591A120362W020@42,276.5,1,3,0,FY2026,06,22,20250827,17671743,8/27/2025,USA,OUTLET Chicago Fashion,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010259,1A12036,2W020,White+Black,COTTON JERSEY FABRIC LOGO PRINT,MFO,2025PE,42,MFO,,FP,,ACT SS25 GAZE
10215761A148861W000,10215761A148861W000@365,455,1,,0,FY2026,06,22,20250827,17671743,8/27/2025,USA,OUTLET Chicago Fashion,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,CHAIN REACTION,1021576,1A14886,1W000,Optical White,SUEDE+CALF LEATHER +FABRIC,MFO,2025PE,365,MFO,,FP,,FW24 MFO Main Drop 0
O4434O51198754ONUL,O4434O51198754ONUL@TU,199,1,7,0,FY2026,06,22,20250827,17671746,8/27/2025,USA,OUTLET NY Woodbury,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4434,O51198754,ONUL,NUL,HAVANA,*,*,TU,EOS,,FP,,SS24 EOS - HOME/LIC
10192081A138985P950,10192081A138985P950@38,463.75,1,,0,FY2026,06,22,20250827,17671828,8/27/2025,USA,OUTLET Miami Sawgrass,F,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,-missing description-,1019208,1A13898,5P950,Pale Pink,SABLE' FABRIC WITH BAROQUE LEAF ALLOVER PRINT,MFO,2024PE,38,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10062721A042641G510,10062721A042641G510@430,235.25,1,,0,FY2026,06,22,20250827,17671829,8/27/2025,Canada,OUTLET Halton Hills,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,OTHER,1006272,1A04264,1G510,Khaki,RUBBER,MFO,2024PE,430,MFO,,FP,,SS24 MFO Main Drop 2
10144271A138352W020,10144271A138352W020@S,206.5,1,1,0,FY2026,06,22,20250827,17671831,8/27/2025,USA,OUTLET Chicago Fashion,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014427,1A13835,2W020,White+Black,COTTON JERSEY + GRECA PRINT,MFO,2025PE,S,MFO,,FP,,ACT SS25 GAZE
10062641A040931B00V,10062641A040931B00V@UNICA,525,1,32,0,FY2026,06,22,20250827,17671835,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,CLUTCH/DOCUMENT CASE,Versace Accessories,VIRTUS,1006264,1A04093,1B00V,Black-Versace Gold,GRAINY CALF,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
O4431OGB18150ONUL,O4431OGB18150ONUL@TU,249,1,16,0,FY2026,06,22,20250827,17671835,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4431,OGB18150,ONUL,NUL,BLACK,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLET ATS
10100691A140542B200,10100691A140542B200@42,346.5,1,2,0,FY2026,06,22,20250827,17671836,8/27/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010069,1A14054,2B200,Black+Black,COTTON JERSEY FABRIC WITH MEDUSA RHINESTONE EMBROIDERY + STUDS,MFO,2024AI,42,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10100691A140542B200,10100691A140542B200@44,311.85,1,2,0,FY2026,06,22,20250827,17671836,8/27/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010069,1A14054,2B200,Black+Black,COTTON JERSEY FABRIC WITH MEDUSA RHINESTONE EMBROIDERY + STUDS,MFO,2024AI,44,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10100691A140542W210,10100691A140542W210@42,346.5,1,2,0,FY2026,06,22,20250827,17671836,8/27/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010069,1A14054,2W210,White+Crystal,COTTON JERSEY FABRIC WITH MEDUSA RHINESTONE EMBROIDERY + STUDS,MFO,2025PE,42,MFO,,FP,,ACT SS25 GAZE
10100691A140542W210,10100691A140542W210@44,346.5,1,2,0,FY2026,06,22,20250827,17671836,8/27/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010069,1A14054,2W210,White+Crystal,COTTON JERSEY FABRIC WITH MEDUSA RHINESTONE EMBROIDERY + STUDS,MFO,2025PE,44,MFO,,FP,,ACT SS25 GAZE
10143191A087241B00V,10143191A087241B00V@UNICA,626.5,1,5,0,FY2026,06,22,20250827,17671837,8/27/2025,USA,OUTLET Miami Sawgrass,F,SLG,Accessories,SLG,POUCH,Versace Accessories,MEDUSA 95,1014319,1A08724,1B00V,Black-Versace Gold,CALF EMBOSSING CROCO,*,2025PE,UNICA,EOS,,FP,,SS25 DTO - Jun 25 Drop
10142371A124681B000,10142371A124681B000@38,647.5,1,2,0,FY2026,06,22,20250827,17671839,8/27/2025,USA,OUTLET NY Woodbury,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014237,1A12468,1B000,Black,HOUSE OF VERSACE COTTON JERSEY WITH METALMESH INSERTS,*,2024AI,38,EOS,,FP,,FW24 EOS - Aug 25 Drop
10215751A159532B130,10215751A159532B130@425,-492.53,-1,2,0,FY2026,06,22,20250827,17671841,8/27/2025,USA,OUTLET San Marcos Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,CHAIN REACTION,1021575,1A15953,2B130,Black+Gold,SUEDE+BAROQUE PRINT FABRIC,MFO,2025PE,425,MFO,,FP,,FW24 MFO Main Drop 0
10119421A140666UC80,10119421A140666UC80@430,385,1,,0,FY2026,06,22,20250827,17671841,8/27/2025,USA,OUTLET San Marcos Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,RUNNER,1011942,1A14066,6UC80,Blue Night+Charcoal Melange+Silver,FABRIC+CALF LEATHER+SUEDE,MFO,2024PE,430,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10185341A020871B00V,10185341A020871B00V@370,385,1,2,0,FY2026,06,22,20250827,17671842,8/27/2025,USA,OUTLET San Marcos Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1018534,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,370,MFO,,FP,,SS24 MFO Main Drop 2
10192461A082052L970,10192461A082052L970@46,250.95,1,,0,FY2026,06,22,20250827,17671844,8/27/2025,USA,OUTLET Camarillo Premium,F,RTW,Ready to Wear,JACKET,INFORMAL JACKET,Versace Apparel,-missing description-,1019246,1A08205,2L970,Light Peony+Mediterranean Blue,WOOL LUREX WINDOWPANE TWEED FABRIC,MFO,2024PE,46,MFO,20250814,MD,70%,SS24 MFO Flash Drop 3
10167601A082052L970,10167601A082052L970@44,253.75,1,1,0,FY2026,06,22,20250827,17671844,8/27/2025,USA,OUTLET Camarillo Premium,F,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,-missing description-,1016760,1A08205,2L970,Light Peony+Mediterranean Blue,WOOL LUREX WINDOWPANE TWEED FABRIC,MFO,2024PE,44,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10147331A151172L97V,10147331A151172L97V@380,201.25,1,,0,FY2026,06,22,20250827,17671844,8/27/2025,USA,OUTLET Camarillo Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014733,1A15117,2L97V,Light Peony+Mediterranean Blue-Versace Gold,WOOL LUREX CHECK TWEED FABRIC,MFO,2024PE,380,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10077651A094571VD50,10077651A094571VD50@50,194.25,1,,0,FY2026,06,22,20250827,17671844,8/27/2025,USA,OUTLET Camarillo Premium,M,RTW,Ready to Wear,KNITWEAR,SWEATER,Versace Apparel,-missing description-,1007765,1A09457,1VD50,Pale Blue,BAROCCO TEXTURE SILK COTTON,*,2024PE,50,EOS,20250814,MD,70%,#N/A
10207151A150331B00V,10207151A150331B00V@UNICA,906.5,1,7,0,FY2026,06,22,20250827,17671845,8/27/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,ICON,1020715,1A15033,1B00V,Black-Versace Gold,CALF LEATHER + METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
1013024D2VE1B00V,1013024D2VE1B00V@370,385,1,,2,FY2026,06,22,20250827,17671845,8/27/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,MEDUSA 95,1013024,D2VE,1B00V,Black-Versace Gold,CALF LEATHER,*,2024AI,370,EOS,20250827,MD,30%,FW24 EOS - July 25 Drop
10146451A021951B00V,10146451A021951B00V@430,402.5,1,1,0,FY2026,06,22,20250827,17671850,8/27/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,LOAFERS,Versace Accessories,LA GRECA,1014645,1A02195,1B00V,Black-Versace Gold,CALF,MFO,2025PE,430,MFO,,FP,,ACT SS25 GAZE
10208011A014885P21V,10208011A014885P21V@UNICA,257.25,1,,0,FY2026,06,22,20250827,17671852,8/27/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA GRECA SIGNATURE,1020801,1A01488,5P21V,Candy+Black-Versace Gold,COATED CANVAS MONOGRAM+CALF,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10143161A154236E960,10143161A154236E960@370,207.9,1,,0,FY2026,06,22,20250827,17671852,8/27/2025,USA,OUTLET Chicago Fashion,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1014316,1A15423,6E960,Zinco+Sunset Yellow+Candy+Black,SUEDE+LEATHER+THE GREEK MONOGRAM PRINT FABRIC,MFO,2024PE,370,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10143191A107951B00V,10143191A107951B00V@UNICA,554.83,1,2,0,FY2026,06,22,20250827,17671856,8/27/2025,Canada,OUTLET Vancouver,F,SLG,Accessories,SLG,POUCH,Versace Accessories,MEDUSA 95,1014319,1A10795,1B00V,Black-Versace Gold,CALF LEATHER,*,2025PE,UNICA,EOS,,FP,,SS25 DTO - Jun 25 Drop
10119421A140666UC80,10119421A140666UC80@410,269.5,1,,0,FY2026,06,22,20250827,17671858,8/27/2025,USA,OUTLET Chicago Fashion,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,RUNNER,1011942,1A14066,6UC80,Blue Night+Charcoal Melange+Silver,FABRIC+CALF LEATHER+SUEDE,MFO,2024PE,410,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10119411A086836W480,10119411A086836W480@360,220.5,1,,0,FY2026,06,22,20250827,17671861,8/27/2025,USA,OUTLET Chicago Fashion,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW RUNNER,1011941,1A08683,6W480,White+Candy+Grey,FABRIC+CALF LEATHER+CALF LEATHER+FABRIC,MFO,2024PE,360,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10192081A138985P950,10192081A138985P950@36,463.75,1,,0,FY2026,06,22,20250827,17671862,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,-missing description-,1019208,1A13898,5P950,Pale Pink,SABLE' FABRIC WITH BAROQUE LEAF ALLOVER PRINT,MFO,2024PE,36,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10158841A084251PT2P,10158841A084251PT2P@370,430.69,1,,0,FY2026,06,22,20250827,17671863,8/27/2025,Canada,OUTLET Halton Hills,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,GIANNI RIBBON,1015884,1A08425,1PT2P,Dusty Rose-Palladium,CALF LEATHER,*,2024AI,370,EOS,,FP,,FW24 EOS - July 25 Drop
1021480DVIT2T1B00V,1021480DVIT2T1B00V@UNICA,315,1,8,0,FY2026,06,22,20250827,17671864,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SLG,Accessories,SLG,WALLET,Versace Accessories,LA MEDUSA,1021480,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10101191A119005B050,10101191A119005B050@52,337.5,1,,0,FY2026,06,22,20250827,17671866,8/27/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1010119,1A11900,5B050,Black+Grey,HERITAGE PRINT SILK FABRIC,MFO,2024PE,52,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10101191A137615U960,10101191A137615U960@54,247.5,1,1,0,FY2026,06,22,20250827,17671866,8/27/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1010119,1A13761,5U960,Navy Blue,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,54,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
1011851A2313772B130,1011851A2313772B130@XL,276.5,1,,0,FY2026,06,22,20250827,17671867,8/27/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2B130,Black+Gold,PIQUET COTONE 30/1,MFO,2025PE,XL,MFO,,FP,,ACT SS25 GAZE
1011851A2313772U5C0,1011851A2313772U5C0@XL,276.5,1,,0,FY2026,06,22,20250827,17671867,8/27/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2U5C0,Pastel Blue 95+Gold,PIQUET COTONE 30/1,MFO,2024AI,XL,MFO,,FP,,FW24 MFO Main Drop 1
10155911A088971B00V,10155911A088971B00V@440,332.5,1,3,0,FY2026,06,22,20250827,17671867,8/27/2025,USA,OUTLET SF Livermore,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A08897,1B00V,Black-Versace Gold,CALF LEATHER+ENAMEL HW,MFO,2025PE,440,MFO,,FP,,ACT SS25 GAZE
10117851A105011PV4V,10117851A105011PV4V@UNICA,-255,-1,,0,FY2026,06,22,20250827,17671868,8/27/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,LA MEDUSA,1011785,1A10501,1PV4V,Soft Pink-Versace Gold,CROC CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
DCU6715SDV9TKVO41,DCU6715SDV9TKVO41@130,171.5,1,,0,FY2026,06,22,20250827,17671869,8/27/2025,USA,OUTLET Houston Premium,M,BELT,Accessories,BELT,BELT,Versace Accessories,LA MEDUSA,DCU6715S,DV9T,KVO41,Black-Versace Gold,CALF LEATHER,MFO,2025PE,130,MFO,,FP,,ACT SS25 GAZE
10193291A139131UI20,10193291A139131UI20@58,437.5,1,,0,FY2026,06,22,20250827,17671869,8/27/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,KNITWEAR,SWEATER,Versace Apparel,-missing description-,1019329,1A13913,1UI20,Navy Blue,BASIC NEW MEDUSA EMBROIDERY VISCOSE BLEND,MFO,2024PE,58,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
